Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	tree_length
0	-936.2283	-1051.999	115.7706	2.760306	0.9840989	0.9297256
6	-1018.236	-1134.602	116.3659	1.4123	0.9840989	1.567126
12	-1189.336	-1301.687	112.3512	0.1556338	21.04335	2.27859
18	-1486.471	-1601.159	114.6874	0.4345287	14.83624	0.3948924
24	-1375.751	-1490.977	115.2259	0.8472512	8.310632	0.5390055
30	-1113.627	-1230.82	117.1931	2.163478	0.1619916	1.425637
36	-1346.538	-1465.254	118.7158	0.5130498	0.2313147	1.361523
42	-1418.974	-1539.28	120.3052	0.3308899	0.03500556	0.3401177
48	-1144.274	-1260.389	116.1145	0.4106502	0.3966563	2.902783
54	-1193.488	-1310.719	117.2314	1.668497	0.7624011	0.2960266
60	-1380.654	-1497.184	116.5296	0.3117428	3.32462	1.205488
66	-1245.584	-1361.652	116.0681	3.067627	0.02697264	1.990571
72	-1361.64	-1480.352	118.7121	0.0208141	0.2992083	1.606444
78	-1287.896	-1405.713	117.8166	1.416476	0.5067369	0.2779848
84	-1612.624	-1729.317	116.6923	0.2585268	4.516624	0.5788684
90	-1296.98	-1415.259	118.2788	1.056725	0.4996412	0.3553663
96	-878.2125	-992.9195	114.707	2.416911	0.7563767	2.18786
102	-1150.609	-1267.199	116.5894	0.681297	1.847322	1.440287
108	-1057.982	-1176.018	118.0358	0.9010027	0.2307172	1.584066
114	-1167.96	-1286.913	118.9522	0.602704	0.1622212	1.267231
120	-1450.939	-1566.064	115.1243	0.2864467	12.64535	0.5260241
126	-1162.851	-1276.544	113.6935	1.582825	12.64535	0.8075719
132	-1109.276	-1223.452	114.1762	0.5768208	5.089719	2.280102
138	-1287.957	-1406.668	118.7112	0.5768208	0.3853194	0.9991456
144	-1397.825	-1517.61	119.7858	0.5330482	0.05062745	0.9991456
150	-1407.813	-1526.714	118.9009	0.4404237	0.4726525	0.746053
156	-1532.56	-1651.461	118.9009	0.4404237	0.4726525	0.746053
162	-1321.608	-1441.288	119.6794	0.6826429	0.1043971	0.5861396
168	-1474.145	-1593.91	119.7651	0.2135773	0.2163325	0.5861396
174	-1145.118	-1262.917	117.7992	1.124314	0.4117362	1.279546
180	-1074.919	-1188.221	113.3024	1.124314	13.81445	1.453482
186	-1105.872	-1219.593	113.7208	1.275532	13.81445	0.9626155
